,name,asset_url,repo_url,stars,godot_version,last_updated
1007,Loading Scene Changer Demo,https://godotengine.org/asset-library/asset/531,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1008,Background Loading Demo,https://godotengine.org/asset-library/asset/530,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
986,2D Particles Demo,https://godotengine.org/asset-library/asset/118,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
978,Screen Capture Demo,https://godotengine.org/asset-library/asset/130,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1009,Loading Autoload Demo,https://godotengine.org/asset-library/asset/529,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
975,Visual Script Circle Pop Demo,https://godotengine.org/asset-library/asset/137,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1010,Audio Spectrum Demo,https://godotengine.org/asset-library/asset/528,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1011,Audio Mic Record Demo,https://godotengine.org/asset-library/asset/527,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1000,3D Viewport Scaling Demo,https://godotengine.org/asset-library/asset/586,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
999,GUI Drag And Drop Demo,https://godotengine.org/asset-library/asset/133,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
998,GUI Rich Text/BBcode Demo,https://godotengine.org/asset-library/asset/132,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
997,GUI Translation Demo,https://godotengine.org/asset-library/asset/134,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
989,2D Navigation Demo,https://godotengine.org/asset-library/asset/117,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
974,Visual Script Multitouch View Demo,https://godotengine.org/asset-library/asset/135,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
973,Multiplayer Bomber Demo,https://godotengine.org/asset-library/asset/139,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
991,2D Isometric Demo,https://godotengine.org/asset-library/asset/112,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
992,2D Hexagonal Map Demo,https://godotengine.org/asset-library/asset/111,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
972,Loading with Threads Demo,https://godotengine.org/asset-library/asset/144,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
993,2D HDR Demo,https://godotengine.org/asset-library/asset/110,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
971,Window Management Demo,https://godotengine.org/asset-library/asset/145,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
994,Websocket Multiplayer Demo,https://godotengine.org/asset-library/asset/540,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
970,3D Physics Tests Demo,https://godotengine.org/asset-library/asset/675,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
969,3D Voxel Demo,https://godotengine.org/asset-library/asset/676,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
968,OS Test Demo,https://godotengine.org/asset-library/asset/677,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
988,2D Light Masks Demo,https://godotengine.org/asset-library/asset/115,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
967,WebRTC Signaling Demo,https://godotengine.org/asset-library/asset/537,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
966,WebRTC Minimal Demo,https://godotengine.org/asset-library/asset/536,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
995,Dynamic Split Screen Demo,https://godotengine.org/asset-library/asset/541,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
655,GUI Theming Override Demo,https://godotengine.org/asset-library/asset/786,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-05-24
965,WebSocket Chat Demo,https://godotengine.org/asset-library/asset/538,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
702,Multiple Resolutions Demo,https://godotengine.org/asset-library/asset/1634,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-04-29
996,OpenSimplexNoise Demo,https://godotengine.org/asset-library/asset/533,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
964,WebSocket Minimal Demo,https://godotengine.org/asset-library/asset/539,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
654,3D RigidBody Character Demo,https://godotengine.org/asset-library/asset/1291,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-05-24
963,3D Kinematic Character Demo,https://godotengine.org/asset-library/asset/126,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1012,Audio Device Changer Demo,https://godotengine.org/asset-library/asset/525,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
955,RegEx (Regular Expressions) Demo,https://godotengine.org/asset-library/asset/149,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1014,3D Inverse Kinematics Demo,https://godotengine.org/asset-library/asset/523,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1029,Android IAP Demo with C#,https://godotengine.org/asset-library/asset/787,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1022,2D Platformer Demo (KinematicBody),https://godotengine.org/asset-library/asset/120,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1023,Android IAP Demo,https://godotengine.org/asset-library/asset/532,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1024,Pong with GDScript,https://godotengine.org/asset-library/asset/121,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1025,Pong with VisualScript,https://godotengine.org/asset-library/asset/136,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1026,Pong Multiplayer,https://godotengine.org/asset-library/asset/138,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1027,Pong Multiplayer with C#,https://godotengine.org/asset-library/asset/788,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1028,Pong with C#,https://godotengine.org/asset-library/asset/535,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
980,2D in 3D Demo,https://godotengine.org/asset-library/asset/129,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
979,Joypads Demo / Tool,https://godotengine.org/asset-library/asset/140,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1030,Instancing Demo,https://godotengine.org/asset-library/asset/148,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1031,Skeleton2D Demo,https://godotengine.org/asset-library/asset/1027,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1032,MIDI Piano Demo,https://godotengine.org/asset-library/asset/1292,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1033,3D Global Illumination Demo,https://godotengine.org/asset-library/asset/1290,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
984,3D Material Testers Demo,https://godotengine.org/asset-library/asset/123,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
983,GUI in 3D Demo,https://godotengine.org/asset-library/asset/127,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
982,3D Navmesh Demo,https://godotengine.org/asset-library/asset/124,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1021,2D Physics Platformer Demo (RigidBody),https://godotengine.org/asset-library/asset/119,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
976,3D Platformer Demo,https://godotengine.org/asset-library/asset/125,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
954,Multitouch View Demo,https://godotengine.org/asset-library/asset/142,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1019,2D GD Paint Demo,https://godotengine.org/asset-library/asset/517,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1015,3D Truck Town Demo,https://godotengine.org/asset-library/asset/524,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
952,Multitouch Cubes Demo,https://godotengine.org/asset-library/asset/141,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
951,2D Dodge The Creeps Demo,https://godotengine.org/asset-library/asset/515,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1017,2D Sprite Shaders Demo,https://godotengine.org/asset-library/asset/522,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
953,Mobile Sensors Demo,https://godotengine.org/asset-library/asset/143,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1018,2D Navigation Astar Demo,https://godotengine.org/asset-library/asset/519,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1016,2D Role Playing Game Demo,https://godotengine.org/asset-library/asset/520,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1020,2D Finite State Machine Demo,https://godotengine.org/asset-library/asset/516,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
950,2D Dodge The Creeps Demo (Mono version),https://godotengine.org/asset-library/asset/534,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
985,2D Screen-Space Shaders Demo,https://godotengine.org/asset-library/asset/122,https://github.com/godotengine/godot-demo-projects,4500,3.5, 2023-01-23
1869,Material Maker,https://godotengine.org/asset-library/asset/267,https://github.com/RodZill4/godot-procedural-textures,2800,3.2, 2020-06-30
521,Dialogic - Dialogue editor,https://godotengine.org/asset-library/asset/833,https://github.com/coppolaemilio/dialogic,2700,3.5, 2023-08-01
23,ProtonScatter,https://godotengine.org/asset-library/asset/1866,https://github.com/HungryProton/scatter,1600,4.1, 2023-11-25
526,Heightmap terrain,https://godotengine.org/asset-library/asset/1999,https://github.com/Zylann/godot_heightmap_plugin,1500,4.1, 2023-07-31
1296,Heightmap terrain,https://godotengine.org/asset-library/asset/231,https://github.com/Zylann/godot_heightmap_plugin,1500,3.3, 2022-06-24
1226,Gut - Godot Unit Testing,https://godotengine.org/asset-library/asset/54,https://github.com/bitwes/Gut,1400,3.4, 2022-08-16
560,GUT - Godot Unit Testing (Godot 4),https://godotengine.org/asset-library/asset/1709,https://github.com/bitwes/Gut,1400,4.1, 2023-07-16
297,Dialogue Manager,https://godotengine.org/asset-library/asset/1207,https://github.com/nathanhoad/godot_dialogue_manager,1300,3.5, 2023-10-04
24,Dialogue Manager,https://godotengine.org/asset-library/asset/1432,https://github.com/nathanhoad/godot_dialogue_manager,1300,4.0, 2023-11-25
258,Beehave - behavior tree AI for Godot Engine ,https://godotengine.org/asset-library/asset/1349,https://github.com/bitbrain/beehave,1200,4.1, 2023-10-11
92,Godot Jolt,https://godotengine.org/asset-library/asset/1918,https://github.com/godot-jolt/godot-jolt,1100,4.1, 2023-11-13
770,SmartShape2D - Godot4,https://godotengine.org/asset-library/asset/1790,https://github.com/SirRamEsq/SmartShape2D,928,4.0, 2023-04-05
780,SmartShape2D - Godot3,https://godotengine.org/asset-library/asset/715,https://github.com/SirRamEsq/SmartShape2D,928,3.5, 2023-04-02
1940,RMSmartShape2D,https://godotengine.org/asset-library/asset/296,https://github.com/remorse107/rmsmartshape2d,928,3.2, 2020-04-01
1521,Qodot,https://godotengine.org/asset-library/asset/446,https://github.com/QodotPlugin/qodot-plugin,925,3.4, 2021-11-15
1823,Godot NExt (Node Extensions),https://godotengine.org/asset-library/asset/82,https://github.com/godot-extended-libraries/godot-next,856,3.2, 2020-10-11
653,Third Person Shooter Demo,https://godotengine.org/asset-library/asset/678,https://github.com/godotengine/tps-demo,823,3.5, 2023-05-24
1076,Mannequiny: Open 3D Mannequin,https://godotengine.org/asset-library/asset/440,https://github.com/GDquest/godot-3d-mannequin,804,3.5, 2022-12-20
1756,Waterways - River Generation,https://godotengine.org/asset-library/asset/805,https://github.com/Arnklit/WaterGenGodot,801,3.2, 2021-01-27
1348,Tiled Map Importer for Godot 3,https://godotengine.org/asset-library/asset/158,https://github.com/vnen/godot-tiled-importer,764,3.4, 2022-05-07
2227,Tiled Map Importer,https://godotengine.org/asset-library/asset/25,https://github.com/vnen/godot-tiled-importer,764,2.1.4, 2018-01-26
1305,Card Game Framework,https://godotengine.org/asset-library/asset/757,https://github.com/db0/godot-card-gaming,731,3.4, 2022-06-09
1324,Escoria Demo Game,https://godotengine.org/asset-library/asset/1080,https://github.com/godot-escoria/escoria-demo-game,722,3.3, 2022-05-22
1093,Ridiculous Coding (Godot 3),https://godotengine.org/asset-library/asset/699,https://github.com/jotson/ridiculous_coding,715,3.5, 2022-12-04
1092,Ridiculous Coding (Godot 4),https://godotengine.org/asset-library/asset/1559,https://github.com/jotson/ridiculous_coding,715,4.0, 2022-12-04
146,Phantom Camera,https://godotengine.org/asset-library/asset/1822,https://github.com/ramokz/phantom-camera,700,4.1, 2023-11-02
1115,In-game console,https://godotengine.org/asset-library/asset/103,https://github.com/quentincaffeino/godot-console,651,3.5, 2022-11-18
580,Godot-SQLite,https://godotengine.org/asset-library/asset/1686,https://github.com/2shady4u/godot-sqlite,621,4.1, 2023-07-08
1059,Godot SQLite,https://godotengine.org/asset-library/asset/444,https://github.com/2shady4u/godot-sqlite,621,3.5, 2023-01-04
1672,Mixing Desk,https://godotengine.org/asset-library/asset/299,https://github.com/kyzfrintin/Godot-Mixing-Desk,600,3.3, 2021-05-23
138,Panku Console,https://godotengine.org/asset-library/asset/1558,https://github.com/Ark2000/PankuConsole,557,4.1, 2023-11-04
1242,Godot Git Plugin (3.2-3.4),https://godotengine.org/asset-library/asset/1061,https://github.com/godotengine/godot-git-plugin,551,3.2, 2022-08-06
1234,Godot Git Plugin (3.5+),https://godotengine.org/asset-library/asset/1410,https://github.com/godotengine/godot-git-plugin,551,3.5, 2022-08-11
878,Godot Git Plugin (4.0+),https://godotengine.org/asset-library/asset/1581,https://github.com/godotengine/godot-git-plugin,551,4.0, 2023-03-01
1529,Anima,https://godotengine.org/asset-library/asset/852,https://github.com/ceceppa/anima,548,3.2, 2021-11-11
938,Easy Charts,https://godotengine.org/asset-library/asset/643,https://github.com/fenix-hub/godot-engine.easy-charts,544,3.5, 2023-02-10
483,Easy Charts (4.x),https://godotengine.org/asset-library/asset/1898,https://github.com/fenix-hub/godot-engine.easy-charts,544,4.1, 2023-08-19
1077,Spatial Gardener,https://godotengine.org/asset-library/asset/1375,https://github.com/dreadpon/godot_spatial_gardener,538,3.5, 2022-12-19
502,Spatial Gardener (Godot 4.1+),https://godotengine.org/asset-library/asset/2037,https://github.com/dreadpon/godot_spatial_gardener,538,4.1, 2023-08-07
178,Aseprite Wizard,https://godotengine.org/asset-library/asset/713,https://github.com/viniciusgerevini/godot-aseprite-wizard,537,3.5, 2023-10-25
177,Aseprite Wizard,https://godotengine.org/asset-library/asset/1572,https://github.com/viniciusgerevini/godot-aseprite-wizard,537,4.1, 2023-10-25
2099,Realistic Water Shader,https://godotengine.org/asset-library/asset/343,https://github.com/fire/godot-realistic-water,525,3.1, 2019-05-01
61,ShaderV - 2D Visual Shader Node Library (Godot 3),https://godotengine.org/asset-library/asset/589,https://github.com/arkology/ShaderV,524,3.5, 2023-11-17
60,ShaderV - 2D Visual Shader Node Library (Godot 4),https://godotengine.org/asset-library/asset/1751,https://github.com/arkology/ShaderV,524,4.0, 2023-11-17
313,Starter Kit City Builder,https://godotengine.org/asset-library/asset/2174,https://github.com/KenneyNL/Starter-Kit-City-Builder,512,4.1, 2023-10-02
736,Nakama Godot 3 client,https://godotengine.org/asset-library/asset/606,https://github.com/heroiclabs/nakama-godot,508,3.1, 2023-04-18
735,Nakama Godot 4 client,https://godotengine.org/asset-library/asset/1642,https://github.com/heroiclabs/nakama-godot,508,4.0, 2023-04-18
159,Metroidvania System,https://godotengine.org/asset-library/asset/2301,https://github.com/KoBeWi/Metroidvania-System,491,4.2, 2023-10-29
314,Starter Kit 3D Platformer,https://godotengine.org/asset-library/asset/2120,https://github.com/KenneyNL/Starter-Kit-3D-Platformer,490,4.1, 2023-10-02
496, Virtual Joystick for Godot 4,https://godotengine.org/asset-library/asset/1787,https://github.com/MarcoFazioRandom/Virtual-Joystick-Godot,489,4.1, 2023-08-13
783,Virtual Joystick for Godot 3,https://godotengine.org/asset-library/asset/398,https://github.com/MarcoFazioRandom/Virtual-Joystick-Godot,489,3.4, 2023-03-31
1352,First Person Starter,https://godotengine.org/asset-library/asset/424,https://github.com/Whimfoome/godot-FirstPersonStarter,488,3.4, 2022-05-03
31,Input Helper,https://godotengine.org/asset-library/asset/2107,https://github.com/nathanhoad/godot_input_helper,464,4.0, 2023-11-23
632,Godot Firebase,https://godotengine.org/asset-library/asset/844,https://github.com/GodotNuts/GodotFirebase,431,3.5, 2023-06-11
391,ink,https://godotengine.org/asset-library/asset/1891,https://github.com/paulloz/godot-ink,431,4.0, 2023-09-17
633,Godot Firebase 4.0,https://godotengine.org/asset-library/asset/1645,https://github.com/GodotNuts/GodotFirebase,431,4.0, 2023-06-11
1299,ink,https://godotengine.org/asset-library/asset/846,https://github.com/paulloz/godot-ink,431,3.4, 2022-06-24
1741,VPainter - Paint vertex colors,https://godotengine.org/asset-library/asset/856,https://github.com/tomankirilov/VPainter,419,3.2, 2021-02-18
1145,Voxel-Core,https://godotengine.org/asset-library/asset/465,https://github.com/ClarkThyLord/Voxel-Core,416,3.5, 2022-10-21
1078,Godot Retro,https://godotengine.org/asset-library/asset/1510,https://github.com/Ahopness/GodotRetro,402,3.5, 2022-12-17
871,Godot Tactical RPG,https://godotengine.org/asset-library/asset/1295,https://github.com/ramaureirac/godot-tactical-rpg,394,4.0, 2023-03-03
2014,Smoothing Node,https://godotengine.org/asset-library/asset/447,https://github.com/lawnjelly/smoothing-addon,384,3.2, 2019-11-30
713,Godot XR Tools - AR and VR helper library,https://godotengine.org/asset-library/asset/214,https://github.com/GodotVR/godot-xr-tools,380,3.5, 2023-04-23
475,Godot XR Tools Demo,https://godotengine.org/asset-library/asset/1515,https://github.com/GodotVR/godot-xr-tools,380,4.0, 2023-08-22
334,Godot XR Tools for Godot 4,https://godotengine.org/asset-library/asset/1698,https://github.com/GodotVR/godot-xr-tools,380,4.0, 2023-09-28
615,gd-YAFSM(Finite State Machine),https://godotengine.org/asset-library/asset/817,https://github.com/imjp94/gd-YAFSM,379,4.0, 2023-06-25
229,Starter Kit FPS,https://godotengine.org/asset-library/asset/2208,https://github.com/KenneyNL/Starter-Kit-FPS,373,4.1, 2023-10-16
1053,Steam API,https://godotengine.org/asset-library/asset/1020,https://github.com/samsface/godot-steam-api,369,3.5, 2023-01-06
307,Qodot 4,https://godotengine.org/asset-library/asset/1631,https://github.com/QodotPlugin/Qodot,364,4.1, 2023-10-03
690,Godot Touch Input Manager - Godot 4.x,https://godotengine.org/asset-library/asset/1873,https://github.com/Federico-Ciuffardi/GodotTouchInputManager,363,4.0, 2023-05-03
699,Godot Touch Input Manager - Godot 3.x,https://godotengine.org/asset-library/asset/473,https://github.com/Federico-Ciuffardi/GodotTouchInputManager,363,3.5, 2023-05-02
8,Godot State Charts,https://godotengine.org/asset-library/asset/1778,https://github.com/derkork/godot-statecharts,362,4.0, 2023-11-27
1747,Godot 3 2D Destructible Objects,https://godotengine.org/asset-library/asset/855,https://github.com/hiulit/Godot-3-2D-Destructible-Objects,358,3.2, 2021-02-05
1690,Oculus Quest VR Toolkit,https://godotengine.org/asset-library/asset/506,https://github.com/NeoSpark314/godot_oculus_quest_toolkit,358,3.3, 2021-04-25
420,GOAT,https://godotengine.org/asset-library/asset/2108,https://github.com/miskatonicstudio/goat,329,4.1, 2023-09-13
1526,GOAT,https://godotengine.org/asset-library/asset/1102,https://github.com/miskatonicstudio/goat,329,3.3, 2021-11-15
700,UI Design Tool,https://godotengine.org/asset-library/asset/717,https://github.com/imjp94/UIDesignTool,325,4.0, 2023-05-01
1924,Simple CRT Shader,https://godotengine.org/asset-library/asset/38,https://github.com/henriquelalves/SimpleGodotCRTShader,324,2.1, 2020-04-23
1900,Godot Trail System,https://godotengine.org/asset-library/asset/636,https://github.com/OBKF/Godot-Trail-System,321,3.2, 2020-05-17
41,Godot Gameplay Systems,https://godotengine.org/asset-library/asset/932,https://github.com/OctoD/godot-gameplay-systems,320,4.0, 2023-11-22
262,Godot Game Settings,https://godotengine.org/asset-library/asset/859,https://github.com/PunchablePlushie/godot-game-settings,315,4.1, 2023-10-10
1592,WAT - Unit Testing Framework,https://godotengine.org/asset-library/asset/351,https://github.com/CodeDarigan/WAT,312,3.1, 2021-09-02
1473,WAT Unit Testing Framework (For Godot Mono),https://godotengine.org/asset-library/asset/948,https://github.com/AlexDarigan/WAT,312,3.3, 2022-01-08
1474,WAT Unit Testing Framework,https://godotengine.org/asset-library/asset/495,https://github.com/AlexDarigan/WAT,312,3.3, 2022-01-08
2167,Meteorite,https://godotengine.org/asset-library/asset/257,https://github.com/Bauxitedev/meteorite,306,3.0, 2018-08-20
1491,CardEngine - Card games framework,https://godotengine.org/asset-library/asset/858,https://github.com/BraindeadBZH/godot_card_engine,304,3.2, 2021-12-19
1846,Volumetrics Plugin,https://godotengine.org/asset-library/asset/590,https://github.com/SIsilicon/Godot-Volumetrics-Plugin,300,3.2, 2020-08-18
1161,GdUnit3 - Unit Testing Framework,https://godotengine.org/asset-library/asset/867,https://github.com/MikeSchulze/gdUnit3,294,3.5, 2022-10-07
1761,Godot 3 2D Day/Night Cycle,https://godotengine.org/asset-library/asset/836,https://github.com/hiulit/Godot-3-2D-Day-Night-Cycle,294,3.2, 2021-01-19
1814,Godot 3 2D CRT Shader,https://godotengine.org/asset-library/asset/749,https://github.com/hiulit/Godot-3-2D-CRT-Shader,286,3.2, 2020-10-22
2036,Godot Text Interface Engine,https://godotengine.org/asset-library/asset/26,https://github.com/henriquelalves/GodotTIE,280,2.1, 2019-10-09
1898,Godot Text Interface Engine (Godot v3.x) ,https://godotengine.org/asset-library/asset/181,https://github.com/henriquelalves/GodotTIE,280,3.0, 2020-05-18
419,Advanced Movement System Godot (AMSG) Template,https://godotengine.org/asset-library/asset/1107,https://github.com/ywmaa/Advanced-Movement-System-Godot,274,4.0, 2023-09-13
1262,OpenXR Plugin,https://godotengine.org/asset-library/asset/986,https://github.com/GodotVR/godot_openxr,273,3.4, 2022-07-16
1455,Ply - In Editor Box Modeling,https://godotengine.org/asset-library/asset/1171,https://github.com/jarneson/godot-ply,269,3.4, 2022-01-27
826,Abandoned Spaceship Demo,https://godotengine.org/asset-library/asset/1733,https://github.com/perfoon/Abandoned-Spaceship-Godot-Demo,266,4.0, 2023-03-14
1238,Shell Fur,https://godotengine.org/asset-library/asset/752,https://github.com/Arnklit/ShellFurGodot,265,3.5, 2022-08-08
807,GdUnit4,https://godotengine.org/asset-library/asset/1522,https://github.com/MikeSchulze/gdUnit4,263,4.0, 2023-03-27
1936,AllSky Free,https://godotengine.org/asset-library/asset/579,https://github.com/rpgwhitelock/AllSkyFree_Godot,258,3.1, 2020-04-04
2130,Jigglebones,https://godotengine.org/asset-library/asset/217,https://github.com/Bauxitedev/godot-jigglebones,257,3.0, 2019-02-10
1241,inkgd,https://godotengine.org/asset-library/asset/349,https://github.com/ephread/inkgd,257,3.3, 2022-08-07
425,Nodot,https://godotengine.org/asset-library/asset/1861,https://github.com/NodotProject/nodot,256,4.1, 2023-09-10
84,GLoot (Universal Inventory System),https://godotengine.org/asset-library/asset/1368,https://github.com/peter-kish/gloot,256,4.1, 2023-11-16
528,Phoenix Channels for Godot 4,https://godotengine.org/asset-library/asset/1831,https://github.com/alfredbaudisch/GodotPhoenixChannels,255,4.0, 2023-07-30
731,Phoenix Channels for Godot 3,https://godotengine.org/asset-library/asset/1843,https://github.com/alfredbaudisch/GodotPhoenixChannels,255,3.5, 2023-04-19
7,Better Terrain,https://godotengine.org/asset-library/asset/1806,https://github.com/Portponky/better-terrain,251,4.1, 2023-11-27
26,Sound Manager,https://godotengine.org/asset-library/asset/2048,https://github.com/nathanhoad/godot_sound_manager,248,4.0, 2023-11-25
90,Inventory System Demos,https://godotengine.org/asset-library/asset/1895,https://github.com/expressobits/inventory-system,244,4.1, 2023-11-13
91,Inventory System,https://godotengine.org/asset-library/asset/1650,https://github.com/expressobits/inventory-system,244,4.1, 2023-11-13
1861,Octahedral Impostors,https://godotengine.org/asset-library/asset/683,https://github.com/wojtekpil/Godot-Octahedral-Impostors,241,3.2, 2020-07-13
471,Debug Menu - Display in-game FPS/performance/hardware metrics,https://godotengine.org/asset-library/asset/1902,https://github.com/godot-extended-libraries/godot-debug-menu,240,4.0, 2023-08-23
581,LuaAPI 4.0.x,https://godotengine.org/asset-library/asset/1785,https://github.com/WeaselGames/godot_luaAPI,238,4.0, 2023-07-08
246,LuaAPI-LuaJIT 4.1.x,https://godotengine.org/asset-library/asset/1970,https://github.com/WeaselGames/godot_luaAPI,238,4.1, 2023-10-14
582,LuaAPI-LuaJIT 4.0.x,https://godotengine.org/asset-library/asset/1915,https://github.com/WeaselGames/godot_luaAPI,238,4.0, 2023-07-08
245,LuaAPI 4.1.x,https://godotengine.org/asset-library/asset/1971,https://github.com/WeaselGames/godot_luaAPI,238,4.1, 2023-10-14
